student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
6656,17,male,public,high school,3.7,53.1,yes,>60 min,no,mixed,59.8,45.6,32.1,44.4,e
6657,15,male,private,post graduate,5.5,66.3,yes,15-30 min,yes,online videos,63.0,62.2,57.0,66.6,d
6658,15,female,private,post graduate,1.9,58.8,yes,15-30 min,yes,online videos,30.9,39.8,27.0,33.2,f
6659,18,male,public,no formal,5.9,82.9,yes,>60 min,yes,textbook,62.9,68.0,100.0,79.9,c
6660,19,other,private,no formal,4.0,53.4,yes,>60 min,yes,online videos,73.8,49.0,57.3,62.4,d
6661,15,other,public,diploma,5.5,71.3,no,>60 min,no,mixed,75.5,78.0,65.9,75.4,c
6662,18,female,private,no formal,7.2,57.0,yes,<15 min,yes,mixed,80.5,85.1,71.7,79.3,c
6663,19,other,private,high school,2.8,59.4,yes,<15 min,yes,notes,50.4,54.5,48.9,54.7,e
6664,19,female,public,phd,5.6,91.0,yes,>60 min,yes,textbook,75.6,70.2,82.8,81.0,c
6665,16,female,public,high school,4.9,59.8,yes,>60 min,no,coaching,78.7,64.1,81.9,73.0,c
6666,18,other,private,phd,7.0,58.5,yes,30-60 min,no,textbook,72.3,72.4,86.9,78.1,c
6667,19,male,private,post graduate,3.6,77.2,yes,15-30 min,no,online videos,60.7,50.3,64.8,55.8,d
6668,15,female,private,diploma,7.4,75.5,yes,15-30 min,yes,notes,82.3,91.2,94.3,80.8,c
6669,17,other,public,phd,3.2,97.6,no,15-30 min,yes,textbook,58.7,48.4,52.2,63.8,d
6670,18,female,private,diploma,5.5,60.6,no,30-60 min,yes,coaching,63.9,58.9,54.9,66.2,d
6671,18,male,public,diploma,3.5,91.7,yes,<15 min,no,online videos,66.9,58.7,53.2,57.8,d
6672,15,other,public,no formal,7.3,80.6,yes,<15 min,yes,mixed,75.3,100.0,92.1,90.7,b
6673,14,other,public,high school,2.7,78.1,yes,>60 min,yes,textbook,56.0,57.2,53.2,56.8,d
6674,14,male,public,high school,7.4,57.0,yes,30-60 min,no,group study,85.6,78.2,71.6,82.6,c
6675,17,female,private,graduate,3.0,62.6,yes,30-60 min,no,group study,31.5,45.2,14.3,42.6,e
6676,14,female,private,diploma,6.4,73.9,yes,>60 min,yes,mixed,83.5,77.8,78.3,71.3,c
6677,17,female,private,high school,3.3,51.4,yes,30-60 min,no,coaching,57.2,36.4,43.9,43.5,e
6678,18,male,public,no formal,0.9,59.5,no,15-30 min,no,mixed,31.3,42.5,37.9,38.1,f
6679,19,other,private,post graduate,6.3,69.4,yes,<15 min,no,mixed,89.8,100.0,85.4,84.5,c
6680,18,female,public,high school,5.8,78.0,no,>60 min,yes,notes,58.5,66.0,70.5,72.6,c
6681,14,female,private,post graduate,6.0,60.6,no,>60 min,no,coaching,90.1,64.9,60.4,73.6,c
6682,17,other,private,high school,3.6,65.3,yes,15-30 min,no,notes,52.7,57.6,75.5,64.3,d
6683,18,other,public,high school,6.1,83.0,yes,15-30 min,yes,notes,74.6,59.4,80.0,84.6,c
6684,15,other,private,diploma,5.2,99.9,yes,>60 min,yes,online videos,93.0,95.9,78.3,85.6,b
6685,18,other,private,diploma,7.5,89.3,yes,<15 min,no,coaching,90.2,98.0,99.8,100.0,a
6686,17,male,public,graduate,4.5,80.4,yes,>60 min,no,coaching,55.7,66.6,57.7,60.4,d
6687,14,other,public,graduate,2.5,68.7,yes,>60 min,no,online videos,39.3,25.2,39.2,39.5,f
6688,17,other,private,no formal,7.2,84.1,yes,>60 min,yes,textbook,85.5,92.7,89.2,84.6,c
6689,19,female,private,graduate,1.3,79.9,yes,>60 min,yes,group study,48.7,36.2,48.1,49.5,e
6690,17,other,public,diploma,7.6,86.5,yes,<15 min,no,online videos,100.0,96.2,97.0,99.6,a
6691,19,male,public,phd,5.0,95.2,yes,>60 min,no,textbook,67.6,66.8,71.8,73.1,c
6692,16,female,public,high school,4.2,79.6,no,<15 min,no,group study,61.9,65.1,73.0,72.9,c
6693,18,other,public,post graduate,5.8,74.1,yes,<15 min,no,notes,97.3,83.5,87.6,81.4,c
6694,19,male,public,high school,6.9,80.4,yes,<15 min,no,textbook,100.0,95.9,100.0,92.6,b
6695,14,male,private,graduate,5.9,70.7,yes,15-30 min,no,mixed,54.6,85.3,67.4,69.4,d
6696,14,female,public,no formal,3.6,88.5,no,15-30 min,no,textbook,87.0,71.7,83.1,73.2,c
6697,16,other,private,no formal,3.6,90.7,yes,>60 min,yes,online videos,58.4,80.7,54.1,69.5,d
6698,14,other,private,phd,7.5,86.5,yes,30-60 min,no,coaching,82.8,100.0,96.6,93.0,b
6699,17,female,private,post graduate,0.6,82.0,yes,30-60 min,no,coaching,34.3,33.1,25.2,31.8,f
6700,19,other,private,diploma,3.1,50.5,no,<15 min,no,mixed,30.0,46.0,46.0,38.0,f
6701,15,female,public,phd,3.9,78.3,yes,>60 min,no,online videos,54.3,49.1,49.5,55.1,d
6702,16,female,public,phd,7.8,51.2,yes,>60 min,no,group study,68.3,81.0,97.4,78.2,c
6703,14,female,public,high school,6.3,71.5,yes,30-60 min,yes,notes,66.3,72.1,69.6,73.6,c
6704,18,other,public,no formal,6.5,99.9,yes,<15 min,yes,coaching,100.0,97.7,100.0,98.1,a
6705,19,other,private,diploma,2.8,90.3,yes,<15 min,no,notes,76.9,41.2,60.6,62.0,d
6706,18,other,public,no formal,7.9,53.5,yes,30-60 min,yes,online videos,79.2,77.9,85.2,81.6,c
6707,16,female,public,graduate,6.8,85.7,yes,30-60 min,no,notes,77.0,93.1,63.9,82.9,c
6708,18,other,public,high school,1.0,81.1,yes,>60 min,yes,notes,42.5,37.9,31.5,43.5,e
6709,15,male,private,graduate,3.1,72.9,no,30-60 min,no,group study,41.5,51.6,48.9,44.5,e
6710,16,other,public,phd,2.8,83.1,yes,>60 min,no,mixed,58.8,59.2,53.1,56.8,d
6711,17,female,public,post graduate,1.9,62.1,yes,30-60 min,yes,online videos,46.9,40.1,52.6,46.6,e
6712,14,other,private,no formal,1.8,66.1,yes,>60 min,yes,notes,33.2,37.1,39.1,42.9,e
6713,15,male,private,high school,0.6,86.4,no,>60 min,yes,coaching,47.4,34.3,44.4,43.6,e
6714,15,other,public,post graduate,3.5,63.8,no,<15 min,no,textbook,60.9,51.2,61.0,61.6,d
6715,14,female,private,no formal,3.7,76.7,yes,>60 min,no,online videos,55.5,68.8,61.6,68.6,d
6716,18,other,private,diploma,0.9,93.2,yes,<15 min,no,textbook,33.2,55.0,29.0,37.5,f
6717,19,other,public,high school,6.9,98.6,yes,30-60 min,no,textbook,100.0,92.4,100.0,100.0,a
6718,16,female,public,graduate,5.7,57.1,yes,<15 min,yes,textbook,54.8,82.0,83.5,74.8,c
6719,18,female,private,graduate,6.9,75.6,yes,>60 min,yes,online videos,90.1,89.0,76.0,80.4,c
6720,19,male,public,high school,0.9,78.8,yes,30-60 min,yes,online videos,49.1,36.4,50.2,44.9,e
6721,15,other,public,diploma,1.4,87.8,yes,>60 min,yes,coaching,61.1,38.3,29.6,40.2,e
6722,17,male,private,diploma,5.7,74.7,yes,>60 min,no,mixed,66.8,49.9,83.8,67.7,d
6723,14,other,private,diploma,6.0,63.1,yes,>60 min,yes,online videos,70.8,71.9,55.0,74.6,c
6724,14,female,public,high school,6.3,71.5,yes,30-60 min,yes,notes,66.3,72.1,69.6,73.6,c
6725,15,female,private,no formal,4.7,79.1,yes,30-60 min,no,online videos,78.1,74.7,48.6,65.8,d
6726,14,other,public,post graduate,7.1,90.9,yes,30-60 min,yes,coaching,100.0,92.8,100.0,99.5,a
6727,16,other,private,no formal,1.6,59.5,yes,>60 min,yes,mixed,23.2,25.3,19.0,30.5,f
6728,16,female,public,post graduate,4.6,93.2,yes,30-60 min,no,notes,51.8,70.5,75.9,66.3,d
6729,19,male,public,high school,6.0,56.7,yes,<15 min,yes,group study,85.4,48.5,69.4,69.9,d
6730,15,female,private,diploma,4.3,51.4,yes,<15 min,no,notes,74.7,69.5,61.7,62.9,d
6731,14,female,public,no formal,5.4,85.9,yes,>60 min,no,group study,95.2,71.2,80.1,78.4,c
6732,17,other,private,post graduate,3.0,58.2,yes,30-60 min,no,notes,43.8,50.3,32.3,38.8,f
6733,15,male,public,graduate,3.8,80.1,yes,>60 min,no,textbook,67.0,64.3,59.0,60.9,d
6734,19,female,public,post graduate,4.3,57.5,yes,15-30 min,yes,notes,57.5,81.2,77.8,59.2,d
6735,16,female,private,no formal,0.9,92.0,no,15-30 min,yes,textbook,38.7,32.7,35.0,36.3,f
6736,14,male,public,diploma,3.2,70.6,yes,>60 min,yes,online videos,74.7,69.6,74.0,62.1,d
6737,15,other,private,diploma,5.5,70.4,no,15-30 min,yes,notes,74.5,82.2,61.5,63.2,d
6738,15,male,public,diploma,7.6,89.6,yes,15-30 min,no,textbook,100.0,100.0,100.0,100.0,a
6739,15,male,public,diploma,7.3,85.3,yes,15-30 min,yes,notes,80.2,87.5,100.0,86.7,b
6740,19,female,private,no formal,8.0,63.1,yes,15-30 min,no,mixed,100.0,73.5,93.1,91.6,b
6741,15,other,public,phd,3.6,85.0,yes,>60 min,yes,online videos,68.7,76.5,69.9,59.5,d
6742,17,female,public,diploma,6.4,63.5,yes,>60 min,yes,notes,80.9,58.5,75.1,79.6,c
6743,14,male,public,graduate,1.1,90.5,yes,30-60 min,yes,online videos,44.9,31.3,23.8,37.7,f
6744,16,female,public,graduate,6.3,61.7,yes,>60 min,no,notes,87.3,69.5,81.6,82.4,c
6745,14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,54.7,64.7,58.4,59.6,d
6746,19,female,private,no formal,4.0,75.7,no,15-30 min,yes,mixed,67.1,84.4,56.1,68.6,d
6747,16,female,private,no formal,4.5,50.1,yes,<15 min,yes,notes,58.1,46.4,68.0,53.0,e
6748,14,female,private,graduate,1.9,59.4,yes,30-60 min,no,coaching,52.6,47.6,49.4,47.9,e
6749,16,female,public,no formal,4.1,65.9,no,<15 min,yes,textbook,44.9,60.4,62.7,50.3,e
6750,14,male,private,no formal,6.0,88.7,yes,15-30 min,no,textbook,80.6,80.8,90.1,83.0,c
6751,19,male,private,diploma,1.9,92.2,yes,<15 min,no,coaching,63.6,60.0,53.3,59.4,d
6752,14,other,public,phd,3.6,59.7,no,15-30 min,no,coaching,43.6,78.1,50.4,54.2,e
6753,17,male,private,graduate,5.9,73.9,yes,15-30 min,yes,textbook,80.4,66.8,92.5,81.1,c
6754,19,other,private,graduate,1.9,77.7,yes,>60 min,no,notes,60.1,46.9,54.2,47.8,e
6755,19,male,public,phd,3.8,75.0,yes,<15 min,no,notes,52.6,50.9,38.5,55.1,d
6756,15,male,private,phd,6.3,89.5,yes,>60 min,no,coaching,93.5,89.3,92.7,88.0,b
6757,18,male,public,no formal,0.9,59.5,no,15-30 min,no,mixed,31.3,42.5,37.9,38.1,f
6758,18,female,public,no formal,2.1,74.6,yes,>60 min,no,group study,60.8,60.6,43.0,54.1,e
6759,15,other,private,graduate,5.4,89.1,yes,>60 min,no,coaching,65.8,88.6,87.8,83.0,c
6760,14,female,public,graduate,5.9,65.2,yes,30-60 min,yes,online videos,54.6,72.8,74.2,63.9,d
6761,16,other,private,diploma,1.7,64.0,yes,30-60 min,yes,online videos,44.3,51.1,38.3,42.0,e
6762,14,male,private,phd,6.8,65.0,yes,30-60 min,yes,coaching,70.5,80.0,86.6,80.1,c
6763,19,other,private,high school,2.8,94.1,yes,30-60 min,yes,coaching,65.2,62.6,57.8,61.2,d
6764,15,other,private,graduate,1.2,65.9,yes,30-60 min,yes,notes,29.7,31.7,21.6,30.5,f
6765,16,male,public,no formal,4.5,75.6,yes,30-60 min,yes,online videos,72.4,76.0,52.2,62.6,d
6766,17,female,public,graduate,7.0,80.1,yes,<15 min,yes,mixed,89.3,100.0,100.0,94.3,b
6767,14,other,public,phd,6.6,73.4,no,30-60 min,no,online videos,91.5,84.9,84.5,85.4,b
6768,17,other,private,no formal,2.0,82.3,yes,<15 min,yes,notes,51.2,30.2,59.5,52.4,e
6769,15,male,private,graduate,7.4,72.0,yes,15-30 min,yes,mixed,100.0,92.5,82.3,89.5,b
6770,19,male,private,post graduate,1.0,73.0,yes,<15 min,no,textbook,18.6,26.2,22.1,34.9,f
6771,19,male,public,diploma,6.9,77.7,yes,15-30 min,yes,textbook,78.4,82.7,100.0,86.9,b
6772,14,male,private,post graduate,2.3,69.3,no,<15 min,yes,mixed,51.1,56.3,47.1,48.5,e
6773,14,female,private,graduate,1.6,62.8,yes,15-30 min,no,mixed,28.2,39.1,18.0,34.0,f
6774,18,other,public,post graduate,6.2,99.7,yes,>60 min,yes,coaching,89.7,83.5,95.4,95.9,a
6775,14,other,private,diploma,5.1,63.4,yes,>60 min,no,textbook,74.0,74.6,73.9,72.8,c
6776,15,other,private,high school,1.6,69.8,yes,30-60 min,yes,coaching,38.8,35.5,24.6,31.4,f
6777,17,female,private,post graduate,1.6,57.1,yes,15-30 min,yes,notes,34.9,31.9,39.3,37.5,f
6778,14,female,public,post graduate,6.1,89.4,yes,15-30 min,yes,online videos,94.7,78.8,89.7,91.0,b
6779,19,female,private,post graduate,6.2,69.5,yes,15-30 min,no,coaching,85.6,61.1,79.7,78.6,c
6780,15,female,public,diploma,6.4,55.1,yes,<15 min,yes,mixed,85.0,67.5,80.0,76.4,c
6781,15,male,private,no formal,1.7,65.7,yes,15-30 min,yes,group study,43.3,55.3,48.3,43.2,e
6782,18,female,private,no formal,4.3,87.5,yes,<15 min,no,online videos,93.9,64.7,74.8,74.8,c
6783,19,female,public,post graduate,7.2,67.5,yes,<15 min,no,notes,91.0,99.6,89.5,88.8,b
6784,15,other,public,diploma,7.9,88.3,yes,30-60 min,yes,online videos,92.2,76.0,89.7,100.0,a
6785,14,other,public,high school,3.5,93.3,no,<15 min,no,notes,62.2,74.7,72.3,70.7,c
6786,16,female,private,graduate,2.9,96.1,yes,>60 min,no,coaching,77.8,59.5,89.0,68.6,d
6787,18,other,private,diploma,7.7,53.6,yes,15-30 min,no,online videos,90.0,93.4,80.1,91.8,b
6788,15,male,private,high school,1.0,97.8,yes,15-30 min,yes,mixed,65.9,32.0,41.9,39.6,f
6789,16,male,private,high school,5.4,77.2,yes,>60 min,yes,notes,82.4,69.2,82.5,68.6,d
6790,17,other,private,no formal,7.9,61.0,no,<15 min,yes,group study,100.0,93.4,98.2,93.6,b
6791,15,male,public,post graduate,0.5,62.2,yes,30-60 min,yes,mixed,33.1,52.1,27.4,35.4,f
6792,17,male,public,diploma,7.7,84.6,yes,<15 min,no,textbook,89.8,100.0,100.0,100.0,a
6793,18,male,private,no formal,3.7,99.7,yes,>60 min,yes,textbook,54.7,74.5,60.9,67.3,d
6794,19,male,private,no formal,5.3,74.1,yes,15-30 min,yes,mixed,58.2,86.7,81.9,77.9,c
6795,18,male,private,high school,5.8,99.1,yes,15-30 min,yes,notes,90.2,95.9,80.9,86.9,b
6796,16,male,public,high school,7.8,90.9,yes,15-30 min,no,mixed,100.0,92.8,100.0,100.0,a
6797,15,other,public,no formal,4.9,57.4,yes,15-30 min,no,mixed,51.7,34.8,56.0,57.5,d
6798,15,female,public,graduate,4.2,76.3,yes,30-60 min,no,textbook,79.5,72.1,80.7,72.5,c
6799,17,other,private,graduate,2.7,83.7,yes,15-30 min,no,group study,62.1,53.7,58.7,62.7,d
6800,17,male,public,diploma,7.1,88.0,yes,>60 min,yes,mixed,90.9,82.6,80.5,88.7,b
6801,19,other,private,phd,2.4,71.0,yes,30-60 min,yes,textbook,48.2,43.2,34.1,42.6,e
6802,18,female,public,no formal,4.3,50.7,yes,15-30 min,yes,textbook,55.3,50.2,65.7,53.8,e
6803,19,female,private,post graduate,5.7,55.0,no,>60 min,no,online videos,45.9,74.4,69.8,58.7,d
6804,16,other,public,no formal,5.8,87.7,yes,>60 min,no,coaching,57.8,62.9,77.9,75.3,c
6805,18,other,private,post graduate,7.4,69.1,yes,15-30 min,yes,coaching,85.9,87.0,100.0,95.2,a
6806,15,female,private,graduate,5.5,97.2,yes,>60 min,no,mixed,94.2,100.0,86.6,92.9,b
6807,18,other,private,phd,2.2,95.6,yes,30-60 min,no,online videos,72.4,56.8,71.1,57.0,d
6808,17,other,public,post graduate,5.4,71.2,yes,15-30 min,yes,notes,87.2,78.2,77.9,79.6,c
6809,17,male,private,graduate,0.6,91.3,yes,<15 min,yes,notes,39.5,29.6,52.0,35.9,f
6810,14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,39.3,56.9,53.2,44.9,e
6811,14,female,private,diploma,6.5,75.1,yes,>60 min,no,group study,71.2,46.4,71.4,72.9,c
6812,15,female,private,phd,5.1,91.1,no,30-60 min,yes,textbook,84.3,63.5,53.2,73.4,c
6813,16,other,private,post graduate,2.3,89.2,no,<15 min,no,online videos,67.7,73.5,71.2,59.5,d
6814,15,female,private,graduate,4.3,91.3,yes,15-30 min,no,online videos,73.4,64.8,70.8,72.6,c
6815,15,male,private,diploma,7.0,63.8,no,15-30 min,no,mixed,95.0,89.0,85.0,83.5,c
6816,18,male,private,post graduate,7.3,77.4,yes,<15 min,no,group study,99.3,96.5,97.7,95.4,a
6817,14,other,private,graduate,1.1,53.7,yes,15-30 min,yes,mixed,29.7,35.5,14.4,35.9,f
6818,16,other,public,no formal,6.9,60.3,yes,<15 min,no,coaching,93.9,73.9,60.4,75.6,c
6819,16,male,private,high school,1.4,57.7,yes,15-30 min,yes,mixed,17.7,18.4,41.2,26.7,f
6820,18,female,public,post graduate,2.3,58.2,yes,<15 min,yes,mixed,41.4,44.3,40.3,41.2,e
6821,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,85.8,89.6,76.3,76.3,c
6822,16,other,public,no formal,1.6,75.8,yes,15-30 min,no,coaching,38.2,53.4,41.0,42.5,e
6823,16,other,public,high school,0.6,84.5,yes,15-30 min,no,notes,59.3,57.6,43.0,44.8,e
6824,19,male,public,post graduate,7.0,84.0,yes,15-30 min,no,online videos,85.2,77.0,86.5,83.1,c
6825,15,other,public,high school,2.6,71.7,yes,30-60 min,no,online videos,46.7,58.9,49.3,53.4,e
6826,15,other,private,no formal,3.2,83.8,yes,<15 min,no,online videos,54.3,50.2,48.3,63.3,d
6827,16,male,private,diploma,6.3,83.6,yes,15-30 min,no,notes,98.3,95.9,86.1,85.3,b
6828,14,male,private,diploma,0.8,88.9,yes,15-30 min,yes,textbook,37.7,41.6,42.3,43.8,e
6829,19,male,private,post graduate,1.1,87.8,yes,15-30 min,no,coaching,32.1,32.9,47.0,35.3,f
6830,17,female,public,post graduate,1.3,88.8,yes,30-60 min,yes,notes,33.5,55.2,27.5,38.8,f
6831,18,other,private,high school,7.3,99.4,yes,30-60 min,no,textbook,100.0,100.0,94.3,100.0,a
6832,17,female,private,diploma,3.0,68.4,yes,15-30 min,yes,coaching,34.3,43.2,55.9,45.5,e
6833,19,female,private,phd,3.9,68.3,yes,<15 min,no,online videos,65.5,58.1,59.7,66.9,d
6834,19,other,public,diploma,7.5,50.9,yes,<15 min,no,online videos,86.2,77.5,85.4,85.1,b
6835,17,female,public,diploma,5.0,62.6,yes,<15 min,no,textbook,81.5,75.8,79.3,74.5,c
6836,18,other,public,no formal,1.4,75.9,yes,>60 min,yes,mixed,41.4,42.6,50.0,41.2,e
6837,19,other,public,phd,5.3,90.8,no,15-30 min,no,online videos,77.5,76.3,83.3,82.0,c
6838,19,female,private,high school,6.5,87.4,no,>60 min,yes,group study,88.5,100.0,91.0,87.3,b
6839,18,female,private,high school,7.3,56.1,yes,15-30 min,yes,textbook,98.2,79.9,96.8,88.1,b
6840,17,male,public,phd,4.8,68.2,yes,30-60 min,yes,notes,72.5,64.6,64.7,59.3,d
6841,14,other,public,phd,2.3,99.9,yes,30-60 min,yes,coaching,68.7,46.2,65.7,63.4,d
6842,18,other,public,diploma,7.9,51.3,yes,<15 min,no,mixed,70.4,56.5,62.3,76.1,c
6843,14,female,private,post graduate,1.8,81.6,yes,30-60 min,no,textbook,41.9,29.4,39.2,39.1,f
6844,19,other,private,post graduate,7.4,76.8,yes,15-30 min,no,mixed,100.0,100.0,100.0,95.2,a
6845,17,male,private,post graduate,2.4,62.8,yes,>60 min,no,group study,45.1,56.0,39.0,38.6,f
6846,17,other,private,no formal,7.2,94.0,yes,<15 min,yes,notes,86.5,86.2,96.1,86.2,b
6847,19,other,private,phd,1.5,68.9,no,15-30 min,no,notes,42.3,47.3,42.1,35.5,f
6848,17,female,public,diploma,0.8,67.3,yes,30-60 min,yes,textbook,21.5,36.5,17.0,36.0,f
6849,17,female,public,high school,6.4,55.8,yes,30-60 min,no,coaching,74.1,73.5,92.2,69.7,d
6850,14,male,public,graduate,6.6,50.9,yes,30-60 min,no,online videos,100.0,86.2,67.1,79.1,c
6851,19,female,private,phd,1.3,79.4,yes,>60 min,no,coaching,52.0,57.3,26.1,46.0,e
6852,18,male,public,high school,5.1,55.1,yes,30-60 min,yes,textbook,76.8,73.0,74.8,66.8,d
6853,19,other,private,post graduate,0.8,63.4,no,30-60 min,no,coaching,34.6,29.8,7.3,23.5,f
6854,16,female,public,diploma,1.3,66.2,yes,30-60 min,no,coaching,34.8,36.0,42.2,38.0,f
6855,15,female,private,high school,6.1,51.0,yes,<15 min,yes,mixed,68.9,72.3,70.5,74.6,c
6856,15,male,public,no formal,4.7,53.7,yes,30-60 min,no,group study,71.0,59.7,69.2,66.1,d
6857,14,other,public,diploma,3.2,66.0,yes,>60 min,no,notes,62.6,72.2,58.3,59.4,d
6858,17,other,public,phd,1.7,68.5,yes,>60 min,no,group study,39.7,39.4,29.3,41.3,e
6859,15,male,public,no formal,0.7,84.8,yes,30-60 min,no,group study,63.1,47.7,63.4,49.5,e
6860,16,male,public,no formal,7.4,87.8,yes,>60 min,no,group study,92.7,96.6,84.1,87.6,b
6861,15,male,private,diploma,2.0,90.0,yes,>60 min,no,mixed,45.5,39.6,41.2,47.6,e
6862,19,male,private,high school,2.4,77.4,yes,>60 min,no,group study,41.2,37.5,56.0,45.0,e
6863,18,other,private,post graduate,3.7,54.9,yes,<15 min,no,coaching,44.8,57.2,29.8,49.6,e
6864,15,other,public,post graduate,5.1,62.7,yes,<15 min,no,notes,60.0,72.3,77.2,71.1,c
6865,16,male,public,diploma,0.9,67.6,yes,>60 min,no,group study,40.2,24.4,28.9,25.6,f
6866,15,male,public,graduate,1.0,67.1,yes,>60 min,no,textbook,34.0,27.9,34.8,38.1,f
6867,17,male,private,diploma,6.7,55.2,yes,<15 min,no,notes,82.7,68.8,61.6,75.3,c
6868,19,other,private,no formal,5.5,66.9,no,>60 min,no,coaching,69.7,71.9,83.6,66.0,d
6869,14,female,public,diploma,7.1,72.9,yes,<15 min,yes,online videos,99.1,100.0,85.9,92.5,b
6870,15,other,private,high school,6.6,76.0,no,>60 min,yes,group study,79.3,64.8,99.2,75.6,c
6871,15,female,public,phd,0.9,86.8,yes,>60 min,no,textbook,68.6,58.7,63.3,51.4,e
6872,14,other,public,high school,2.2,67.6,yes,15-30 min,yes,coaching,48.4,49.3,27.6,38.0,f
6873,17,other,private,no formal,7.9,89.4,yes,<15 min,no,online videos,82.7,100.0,93.5,94.9,b
6874,16,female,public,high school,4.6,57.1,yes,30-60 min,no,textbook,47.8,71.1,51.9,54.1,e
6875,17,male,public,graduate,6.5,77.8,yes,<15 min,no,textbook,87.9,74.1,81.8,80.8,c
6876,17,other,public,phd,1.0,85.9,yes,15-30 min,yes,textbook,52.1,41.1,53.5,51.2,e
6877,19,female,private,diploma,5.6,96.5,yes,>60 min,yes,coaching,87.6,67.6,81.8,80.4,c
6878,16,female,public,high school,4.2,79.6,no,<15 min,no,group study,61.9,65.1,73.0,72.9,c
6879,17,male,private,diploma,6.1,86.3,yes,15-30 min,no,group study,78.4,61.1,66.3,74.9,c
6880,16,other,public,diploma,6.8,56.6,yes,30-60 min,no,coaching,76.5,66.4,56.3,74.6,c
6881,17,female,public,phd,6.3,97.9,yes,15-30 min,no,notes,97.4,100.0,94.7,95.5,a
6882,14,male,private,no formal,5.6,85.0,yes,>60 min,yes,notes,58.1,78.1,61.3,69.4,d
6883,14,female,public,diploma,5.5,80.5,yes,>60 min,no,notes,75.8,68.3,49.7,66.2,d
6884,15,female,public,post graduate,6.5,95.0,yes,30-60 min,yes,notes,78.5,76.4,90.1,81.8,c
6885,18,female,private,graduate,4.0,87.5,no,15-30 min,yes,mixed,80.3,57.3,64.4,59.1,d
6886,14,female,public,graduate,6.2,86.1,yes,<15 min,yes,group study,89.2,96.1,81.2,87.9,b
6887,15,female,public,diploma,5.0,51.3,yes,15-30 min,no,mixed,61.8,51.5,54.7,61.3,d
6888,19,male,public,no formal,2.1,73.7,yes,15-30 min,yes,textbook,20.0,8.2,35.7,37.6,f
6889,18,male,public,post graduate,6.4,88.5,yes,15-30 min,yes,notes,70.2,87.8,100.0,92.0,b
6890,14,female,private,phd,0.8,97.7,yes,15-30 min,yes,coaching,64.2,69.8,53.2,54.8,e
6891,17,male,private,high school,3.0,81.1,yes,15-30 min,yes,mixed,70.6,67.1,76.5,65.4,d
6892,18,female,public,diploma,1.1,74.7,yes,<15 min,yes,online videos,25.2,6.9,41.1,40.7,e
6893,17,female,public,high school,5.1,95.6,yes,>60 min,yes,online videos,82.0,88.8,77.3,72.4,c
6894,17,male,public,graduate,6.5,77.8,yes,<15 min,no,textbook,87.9,74.1,81.8,80.8,c
6895,17,male,private,diploma,5.0,83.4,yes,>60 min,no,coaching,85.1,67.2,88.1,77.9,c
6896,17,male,private,graduate,3.3,77.8,yes,15-30 min,yes,group study,63.9,44.3,61.0,51.8,e
6897,14,female,private,no formal,8.0,79.5,yes,30-60 min,no,mixed,95.3,100.0,100.0,90.8,b
6898,14,other,public,phd,3.3,78.3,yes,>60 min,no,textbook,46.5,72.9,62.0,62.9,d
6899,17,female,public,graduate,5.4,54.7,yes,30-60 min,no,notes,53.3,71.6,74.4,69.1,d
6900,19,female,public,graduate,5.1,78.3,yes,15-30 min,yes,group study,70.4,66.8,81.9,79.0,c
6901,19,female,private,high school,7.4,50.8,yes,<15 min,no,textbook,76.5,82.0,73.7,69.8,d
6902,15,female,private,diploma,4.0,76.3,yes,15-30 min,no,mixed,57.2,48.4,45.6,55.1,d
6903,19,female,private,no formal,8.0,63.1,yes,15-30 min,no,mixed,100.0,73.5,93.1,91.6,b
6904,14,male,private,no formal,6.7,55.9,no,<15 min,yes,group study,66.8,70.8,72.0,74.7,c
6905,15,male,public,phd,5.4,55.3,yes,15-30 min,yes,mixed,58.4,68.2,52.9,67.5,d
6906,17,female,private,phd,3.4,98.5,yes,<15 min,no,mixed,58.1,45.7,66.5,60.3,d
6907,17,other,private,no formal,6.0,75.7,no,15-30 min,no,group study,75.8,94.2,74.8,72.6,c
